,title,price,description,feature,brand,price_sgd,screen_size_inches,resolution,smart_tv,weight_kg,height_cm,width_cm,depth_cm,refresh_rate_hz,hdmi_ports,usb_ports,operating_system,energy_efficiency_class,sound_output_w
34,Xiaomi A2 4K UHD Android,S$699.00,"Screen size; 58 Inches; Brand; Xiaomi; Supported Internet services; Google Assistant, Google TV; Display technology; LED; Product dimensions; 128.5D x 26W x 80.6H centimetres; Resolution; 4K; Refresh rate; 60 Hz; Special features; Flat; Model name; Xiaomi A2; Included components; 1 x 360° bluetooth remote control, 1 x Screws bag, 2 x Stand, 1 x Power cable, 1 x User manual, 1 x Warranty card; See more","About this item; Premium 4K Ultra HD Display with MEMC; Featuring an exquisite metallic frame with a unibody design; Equipped with 2 × 10W stereo speakers, enjoy an immersive, cinematic audio experience; Google Assistant button on remote to do more on your TV with your voice; Easily control your smart TV with the 360° Bluetooth remote control",Others,699.0,58.0,4K,Yes,,80.6,26.0,128.5,60.0,,,Android TV,Not specified,20.0
35,LG OLED55A1PTA.ATC A1 OLED 4K Smart,"S$2,050.00","Screen size; 55 Inches; Brand; LG; Supported Internet services; Netflix; Display technology; OLED; Product dimensions; 27.1D x 122.8W x 76.7H centimetres; Resolution; 4K; Refresh rate; 240; Special features; Real 4K Resolution, Sports Alert, Filmmaker Mode; Model name; LG; Included components; 1 x Smart LED TV, Remote MR21, Batteries (AA x 2EA), Component / AV Gender, Power Cable",About this item; 100 million reasons to love OLED; OLED puts LED in the shade; Get the full range of enjoyment with HDR 10 Pro; OLED passes with flying colors; Designed to stand out,LG,2050.0,55.0,4K,Yes,,76.7,122.8,27.1,240.0,,,Not specified,Not specified,
36,LG OLED55G2PSA 'evo Gallery Edition' Smart 4K OLED,"S$2,249.00","Screen size; 55 Inches; Brand; LG; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; OLED; Product dimensions; 69.8D x 122.2W x 2.7H centimetres; Resolution; 4K; Refresh rate; 120 Hz; Special features; Flat; Model name; LG; Included components; 1 x Smart TV","About this item; Designed to be wall-mounted with included slim wall mount; Designed for the ultimate movie, gaming and sport viewing experience; Dolby vision IQ for true-to-life picture; Dolby atmos for immersive sound",LG,2249.0,55.0,4K,Yes,,2.7,122.2,69.8,120.0,,,Not specified,Not specified,
37,"Monzlteck Wall Mount for Switch/Switch OLED,Near The",S$36.13,Brand; Monzlteck; Colour; Black; Mounting type; Wall Mount; Material; Metal; Item weight; 0.8 Pounds,"About this item; 1:Custom Mount For Switch OLED(Compatible with Switch Original ): Make The Switch Near Or Behind Your Wall Mount TV; 2: Simple Assembly: 2 Steps To Install: 1. Mounting the holder on the wall. 2. Put The Xbox S-X Console In.; 3:Sturdy and stable.:The Holder is Made by solid metal and passed the stability test. Holds securely your switch.; 4:Space Efficient: Hide Or Organized The switch And Cables, Give You Back A Tidy And Clean Game Space. Better Protect Consoles From Sudden Damage.; 5.Fast Cooling: For The Heat Sink Of Switch, we designed the opening to ensure the heat dissipates quickly. No worry about the heat dissipation when playing.",Others,36.13,,Not specified,Not specified,0.3628742515,,,,,,,Not specified,Not specified,
38,Samsung QA55LS03BAKXXS The Frame 4K QLED Smart,"S$1,899.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Resolution; 4K; Refresh rate; 120 Hz; Special features; Flat; Model name; Samsung; Included components; 1 x The Frame 4K QLED Smart TV, 1 x Samsung Smart Control, 1 x Samsung Smart Control, 1 x Slim Fit Wall Mount (Y22) Support, 1 x Optional Stand Support (Y21 Studio), 1x Attachable Slim One Connect (Included), 1 x Vesa Wall Mount Support, 1 x Customizable Bezel Support, 1 x User Manual, 1 x Auto-Rotation Accessory Support, 1 x E-Manual, 1 x Power Cable, 1 x Webcam Support; See more; Connectivity technology; HDMI","About this item; Enjoy what's on, not the reflections; Designed to look like a slim picture frame; Match your space with customisable bezels; Enjoy the art as the art, the TV as the TV; The elegant, modern design blends flawlessly to elevate your home décor",Samsung,1899.0,55.0,4K,Yes,,,,,120.0,1.0,,Not specified,Not specified,
39,"Samsung UA43AU7000KXXS 43-inch 4K Smart TV, 4 Ticks",S$599.00,"Screen size; 43 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Product dimensions; 10.8D x 67W x 14.3H centimetres; Resolution; 4K; Refresh rate; 120; Special features; Flat; Model name; Samsung; Included components; 1 x UHD 4K Smart TV, 43-Inch",About this item; Open up your smart 4K experience; Unlocking hidden details to offer your eyes the sharp and crisp images they deserve; Experience colours that are fine-tuned for optimal picture performance; Transform everything you love into stunning 4K resolution with our powerful crystal Processor 4K; Surround yourself with sound from the TV and soundbar orchestrated in harmony,Samsung,599.0,43.0,4K,Yes,,14.3,67.0,10.8,120.0,,,Not specified,Not specified,
40,PRISM+ Q43 2023 Quantum Edition|4K Google TV|43 inch |Quantum Colors| Inbuilt Chromecast| HDR10| IPS Panel | ZeroBezel | 4K Netflix & Youtube|Dolby Audio |DTS TruSurround |TV Only,S$649.00,"Screen size; 43 Inches; Brand; Prism+; Supported Internet services; Netflix; Product dimensions; 23D x 96W x 62H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Audio output mode; Surround","About this item; First Singaporean Google TV Brand; 43"" 4K Ultra HD Google TV; Google Playstore - over 5,000 apps like Netflix, Youtube, Prime Video, Spotify, Twitch, Plex, and more; Inbuilt Chromecast for you to cast content from your phone, tablet and laptop onto the TV. Supports major apps like Netflix, meWATCH, Youtube; Google Assistant - Control your Google TV using voice commands; 4K UHD Resolution, IPS Panel, 1.07 Billion Colors, ZeroBezel Form Factor, HDR10, Dolby Audio Surround Sound, DTS TruSurround, Digital Ready",Others,649.0,43.0,4K,Yes,,62.0,96.0,23.0,,,,Android TV,Not specified,
41,Sony A80J 77 Inch TV: BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR and Alexa Compatibility XR 77A80J,"S$5,099.00","Screen size; 77 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; OLED; Product dimensions; 23D x 180W x 110H centimetres; Resolution; 4K; Special features; Flat; Model name; BRAVIA XR; Included components; Stand, TV; Connectivity technology; Bluetooth, Wi-Fi, Ethernet","About this item; COGNITIVE PROCESSOR XR Revolutionary TV processing technology that understands how humans see and hear to deliver intense contrast with pure blacks, high peak brightness, and natural colors.; XR TRILUMINOS PRO - Rediscover everything you watch with billions of accurate colors and see impressive picture quality that is natural and beautiful to the human eye.; XR OLED CONTRAST Feel the beauty of OLED contrast with pure blacks and lifelike brightness.; GOOGLE TV Seamlessly browse 700,000plus movies and TV episodes from across your favorite streaming services, all in one place. Watch content from Netflix, Prime Video, Disneyplus , YouTube, the Apple TV app, and many more.; work WITH ALEXA Through an Alexa enabled device, ask Alexa to change channels, adjust volume, and turn your TV on/off.; PERFECT FOR PLAYSTATION 5 Get the most out of your gaming with BRAVIA XR TVs featuring exclusive features for the PS5 console along with 4K/120fps as specified in HDMI 2.1 and input lag as low as 8.5ms.; BRAVIA CORE Bring the cinematic experience home. Enjoy streaming movies included with BRAVIA CORE, exclusively on select Sony TVs.; GOOGLE ASSISTANT Use your voice to easily find your favorite movies, shows, and music. Get answers on screen, control smart home devices, and more.; APPLE AIRPLAY work with AirPlay 2 to easily stream content from your Apple device.; ACOUSTIC SURFACE AUDIOplus The screen is the speaker, perfectly matching sound with the action on screen for a truly immersive experience.;Voltage: 120.0 volts;Wireless Communication Technology: Wi-Fi;Wattage: 669.0 watts; Wattage : 669.0 watts; Wattage : 669.0 watts; Show More",Sony,5099.0,77.0,4K,Yes,,110.0,180.0,23.0,,,,Android TV,,669.0
42,"SAMSUNG QA55QN85AAKXXS QN85A Neo QLED 4K Smart TV, 55"", Eclipse Silver","S$1,599.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Product dimensions; 25.8D x 122.7W x 76.9H centimetres; Resolution; 4K; Refresh rate; 120 Hz; Special features; QLED TV; Model name; Samsung; Included components; 1 x Television",About this item; Intelligent processor perfected by deep-learning; Dynamic contrast for vivid colours that jump off the screen; A billion shades of colour with quantum dot; Minimal glare to reduce distractions; Auto-optimised sound to fit your space,Samsung,1599.0,55.0,4K,Yes,,76.9,122.7,25.8,120.0,,,Not specified,Not specified,
43,Samsung Smart TV | Crystal UHD - 4K HDR with Alexa Built-in / 75TU7000 (75 Inch),"S$1,498.00","Screen size; 75 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Hulu, Amazon Instant Video, Browser; Display technology; LED; Product dimensions; 6.1D x 167.4W x 95.8H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Connectivity technology; Bluetooth, Wi-Fi; Mounting type; Table Mount","About this item; Brand New, Samsung Export Set; Experience crystal clear colors that are fine-tuned to deliver a naturally crisp and vivid picture; Unveils shades of color you can't find on HDTV; TV Dimensions: With stand – 48.4"" W x 30.6"" H x 9.8"" D | W/O stand – 48.4"" W x 27.8"" H x 2.4"" D | Weight – 30.6 lbs. | Motion rate – MR120 | Resolution – 3,840 x 2,160 | WiFi & Bluetooth enabled; Go beyond Smart TV with next-gen apps, super easy control, and a host of enhancements that elevate the TV watching experience",Samsung,1498.0,75.0,4K,Yes,13.88,95.8,167.4,6.1,120.0,,,Not specified,Not specified,
44,"SAMSUNG QA55Q80AAKXXS Q80A QLED 4K Smart TV, 55"", Carbon Silver","S$1,649.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 4K; Refresh rate; 120 Hz; Special features; QLED TV; Model name; Samsung; Included components; 1 x Television; Connectivity technology; Bluetooth, USB, Ethernet, HDMI",About this item; Deep blacks and pure whites with an in-screen LED array; Quantum Processor 4K drives all-around performance; Quantum Dot technology delivers our finest picture ever; Sound that moves with the action; Exceptional motion enhancements in 4K 120Hz,Samsung,1649.0,55.0,4K,Yes,,,,,120.0,1.0,1.0,Not specified,Not specified,
45,Sony 4K Ultra HD TV X90K Series: BRAVIA XR Full Array LED Smart Google TV with Dolby Vision HDR and Exclusive Features for The Playstation® 5 2022 Model (65inch),"S$2,299.00","Screen size; 65 Inches; Brand; Sony; Supported Internet services; Google TV, BRAVIA; Display technology; LED; Product dimensions; 23D x 140W x 110H centimetres; Resolution; 4K; Special features; Flat; Model name; BRAVIA XR; Included components; Stand, TV; Aspect ratio; 16:9",About this item; Sony 4K Ultra HD TV X90K Series: BRAVIA XR Full Array LED Smart Google TV with Dolby Vision HDR and Exclusive Features for The Playstation 5 2022 Model (65inch); Sony,Sony,2299.0,65.0,4K,Yes,,110.0,140.0,23.0,,,,Android TV,Not specified,
46,Sony XBR65X900F 65-Inch 4K Ultra HD Smart LED Android TV with Alexa Compatibility - 2018 Model,"S$1,249.00","Screen size; 65 Inches; Brand; Sony; Supported Internet services; YouTube; Display technology; LED; Product dimensions; 29.8D x 144.8W x 89.9H centimetres; Resolution; 4K; Refresh rate; 120 Hz; Special features; 4K X-Reality PRO; HDR10; Google Assistant Built-In; Works with Amazon Alexa, 4K HDR Processor X1 Extreme; X-tended Dynamic Range PRO; X-Motion Clarity; TRILUMINOS Display; See more; Model name; SNXBR65X900FXRB; Included components; Remote","About this item; BEYOND HIGH DEFINITION: 4K HDTV picture offers stunning clarity & high dynamic range color & detail; ENHANCED QUALITY: With the X1 Extreme Processor enjoy controlled contrast & wide range of brightness; PREMIUM DISPLAY: Enjoy vibrant colors with TRILUMINOS & clear on-screen action with X-Motion Clarity; DIMENSION OF TV WITHOUT STAND (W X H X D): 57 x 32 3/4 x 2 3/4 in, 54 lb || DIMENSION OF TV WITH STAND (W X H X D): 57 x 35 3/8 x 11 3/4 in, 56.2 lb; Say It. See It.: Connect Alexa to your TV to stream smart camera feeds with your voice, play music, launch video apps, and more; Compatible with Amazon Alexa & Google Home; Multiple Inputs: 4 HDMI, 2 USB2.0, 1 USB3.0 & 1 Composite Port to Easily Switch Inputs; Box Includes: Voice Remote, Batteries, Power Cord, IR Blaster, Operating Manual, Setup Guide & Stand",Sony,1249.0,65.0,4K,Yes,25.47,89.9,144.8,29.8,120.0,4.0,3.0,Android TV,Not specified,
47,"Sharp 4T-C50EJ2X Smart 4K TV, 50-inch",S$599.00,"Screen size; 50 Inches; Brand; Sharp; Supported Internet services; Netflix; Display technology; LCD; Product dimensions; 24.6D x 122.6W x 65.3H centimetres; Resolution; 4K; Special features; Flat; Model name; 4T C50EJ2; Included components; Stand, TV; Connectivity technology; USB","About this item; 4K display; Linux Processor; Smart Features: Web Browser, YouTube, Netflix, Easy Smart; Audio Output Power: 8W + 8W; Connectivity: HDMIx2, USBx1, Ethernet LAN; Connectivity: (USB) Format - Photo: jpg, png / Music: mp3, aac, wma, wav / Video: avi, mkv, asf, wmv, mp4, mov, mpg, mpeg, flv; Dimensions - without stand: 1226 x 653 x 70mm; Dimensions - with stand: 1226 x 711 x 246mm",Others,599.0,50.0,4K,Yes,,71.1,122.6,24.6,,2.0,1.0,Others,Not specified,16.0
48,"LG OLED65C1PTB 65-inch 4K OLED Smart TV, 4 Ticks","S$2,499.00","Screen size; 65 Inches; Brand; LG; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; OLED; Product dimensions; 25.1D x 144.9W x 86.2H centimetres; Resolution; 4K; Special features; Flat; Model name; OLED65C1PTB; Included components; Stand, TV, Remote; Connectivity technology; Wi-Fi","About this item; SELF-LIT PiXELS, ?9 Gen4 AI Processor 4K, Dolby Vision IQ and Dolby Atmosｮ, AI ThinQ, NVIDIAｮ G-SYNCｮ Compatible, Eye Comfort Display; Operating System (OS): webOS Smart TV; HDMI2.1: 1 (Rear)/3 (Side), USB: 2 (Rear)/1 (Side), Bluetooth V5.0, LAN(Rear), eARC (HDMI 2), WiFi; Accessories: MR21N Remote, AA Battery, Component / AV Gender, Power Cable; Size with Stand (WxHxD): 1449 x 862 x 251mm, Size without Stand (WxHxD): 1449 x 830 x 46.9mm, VESA Size (HxV): 300 x 200mm",LG,2499.0,65.0,4K,Yes,,86.2,144.9,25.1,,4.0,3.0,webOS,Not specified,
49,"Android 11 Smart TV K72 iFFALCON 43""50""55""65"" 4K QUHD Android Television (43"")",S$689.00,"Screen size; 43 Inches; Brand; IFFALCON; Supported Internet services; Google TV; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Connectivity technology; USB, HDMI; Mounting type; Table Mount; Operating system; Android; Audio output mode; Digital","About this item; Energy Efficiency for all K72 Series. Bezel-less design with a stylish silver aluminium design like a piece of art. Operating System: Android 11 Latest operating google TV system; Picture and sound support. Dolby Vision/Dolby Atmos.; Smart Home, starting with iFFALCON: With an innovative TV operating system based on android, iFFALCON could serve as a network centre to connect and control other electronic home appliances with AI technologies in your home.; Large in-build data storage: iFFALCON comes with 16GB of data storage; It is designed to eliminate the storage shortage situation. Enjoy the great freedom and experience to save your favourite apps.; Port available: HDMI (3, 1 HDMI ARC), USB (2), LAN Port (yes), Digital Audio Optical (Yes), A/V (Yes), Headphones (Yes)",Others,689.0,43.0,4K,Yes,,,,,,3.0,2.0,Android TV,Not specified,
